Benchmark,Mode,Version,Model,Type,Size,List Name,Unordered Pairs Before,Unordered Pairs After,Unordered Neighbors Before,Unordered Neighbors After,Missing Items,Additional Items,Length Difference,Output Length,Thinking Length,Parsed,HasError,ErrorType,IsList,HasEllipsis,RequiredTypeParsing,Unordered Pairs (%),Unordered Neighbors (%),Missing Items (%),Additional Items (%),Absolute Length Difference (%),Validity Score,Sorting Score,Faithfulness Score,SortBench Score
sortbench,basic,v1.0,llama3.1,English,2,list_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,llama3.1,English,2,list_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,llama3.1,English,2,list_3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,39,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,llama3.1,English,2,list_4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,24,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,llama3.1,English,2,list_5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,29,0,True,False,,True,False,False,1.0,0.5,0.0,0.0,0.0,1.0,0.25,1.0,0.625
sortbench,basic,v1.0,llama3.1,English,2,list_6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,29,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,llama3.1,English,2,list_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,llama3.1,English,2,list_8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,24,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,llama3.1,English,2,list_9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,22,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,llama3.1,English,2,list_10,1.0,0.0,1.0,0.0,0.0,0.0,0.0,33,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,gpt-4o-mini,English,2,list_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,gpt-4o-mini,English,2,list_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,gpt-4o-mini,English,2,list_3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,39,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,gpt-4o-mini,English,2,list_4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,24,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,gpt-4o-mini,English,2,list_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,gpt-4o-mini,English,2,list_6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,29,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,gpt-4o-mini,English,2,list_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,gpt-4o-mini,English,2,list_8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,24,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,gpt-4o-mini,English,2,list_9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,22,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,gpt-4o-mini,English,2,list_10,1.0,0.0,1.0,0.0,0.0,0.0,0.0,33,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,gpt-4o,English,2,list_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,gpt-4o,English,2,list_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,gpt-4o,English,2,list_3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,39,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,gpt-4o,English,2,list_4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,24,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,gpt-4o,English,2,list_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,gpt-4o,English,2,list_6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,29,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,gpt-4o,English,2,list_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,gpt-4o,English,2,list_8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,24,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,gpt-4o,English,2,list_9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,22,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,gpt-4o,English,2,list_10,1.0,0.0,1.0,0.0,0.0,0.0,0.0,33,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,claude-3-5-haiku-20241022,English,2,list_1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,146,0,True,True,Missing closing bracket,True,False,False,0.0,0.0,0.5,0.0,0.5,0.75,1.0,0.75,0.65625
sortbench,basic,v1.0,claude-3-5-haiku-20241022,English,2,list_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,claude-3-5-haiku-20241022,English,2,list_3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,39,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,claude-3-5-haiku-20241022,English,2,list_4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,24,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,claude-3-5-haiku-20241022,English,2,list_5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,101,0,True,True,Missing closing bracket,True,False,False,0.0,0.0,0.5,0.0,0.5,0.75,1.0,0.75,0.65625
sortbench,basic,v1.0,claude-3-5-haiku-20241022,English,2,list_6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,29,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,claude-3-5-haiku-20241022,English,2,list_7,0.0,1.0,0.0,1.0,0.0,0.0,0.0,26,0,True,False,,True,False,False,1.0,0.5,0.0,0.0,0.0,1.0,0.25,1.0,0.625
sortbench,basic,v1.0,claude-3-5-haiku-20241022,English,2,list_8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,24,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,claude-3-5-haiku-20241022,English,2,list_9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,22,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,claude-3-5-haiku-20241022,English,2,list_10,1.0,0.0,1.0,0.0,0.0,0.0,0.0,33,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,claude-3-5-sonnet-20241022,English,2,list_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,claude-3-5-sonnet-20241022,English,2,list_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,claude-3-5-sonnet-20241022,English,2,list_3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,39,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,claude-3-5-sonnet-20241022,English,2,list_4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,24,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,claude-3-5-sonnet-20241022,English,2,list_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,claude-3-5-sonnet-20241022,English,2,list_6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,29,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,claude-3-5-sonnet-20241022,English,2,list_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,claude-3-5-sonnet-20241022,English,2,list_8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,24,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,claude-3-5-sonnet-20241022,English,2,list_9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,22,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,claude-3-5-sonnet-20241022,English,2,list_10,1.0,0.0,1.0,0.0,0.0,0.0,0.0,33,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,o3-mini,English,2,list_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,o3-mini,English,2,list_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,o3-mini,English,2,list_3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,39,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,o3-mini,English,2,list_4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,24,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,o3-mini,English,2,list_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,o3-mini,English,2,list_6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,29,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,o3-mini,English,2,list_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,o3-mini,English,2,list_8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,24,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,o3-mini,English,2,list_9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,22,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,o3-mini,English,2,list_10,1.0,0.0,1.0,0.0,0.0,0.0,0.0,33,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,deepseekr1,English,4,list_1,5.0,0.0,2.0,0.0,0.0,0.0,0.0,5208,1259,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,deepseekr1,English,4,list_2,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1173,263,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,deepseekr1,English,4,list_3,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1618,417,True,False,,True,False,False,0.16666666666666666,0.25,0.0,0.0,0.0,1.0,0.7916666666666667,1.0,0.8958333333333334
sortbench,basic,v1.0,deepseekr1,English,4,list_4,4.0,0.0,2.0,0.0,0.0,0.0,0.0,3560,995,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,deepseekr1,English,4,list_5,5.0,0.0,2.0,0.0,0.0,0.0,0.0,3634,933,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,deepseekr1,English,4,list_6,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3064,773,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,deepseekr1,English,4,list_7,5.0,0.0,2.0,0.0,0.0,0.0,0.0,1143,274,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,deepseekr1,English,4,list_8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1099,272,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,deepseekr1,English,4,list_9,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1616,384,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,deepseekr1,English,4,list_10,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1417,333,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,llama3.1,English,4,list_1,5.0,0.0,2.0,0.0,0.0,0.0,0.0,77,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,llama3.1,English,4,list_2,4.0,0.0,2.0,0.0,0.0,0.0,0.0,52,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,llama3.1,English,4,list_3,3.0,0.0,2.0,0.0,0.0,0.0,0.0,78,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,llama3.1,English,4,list_4,4.0,0.0,2.0,0.0,0.0,0.0,0.0,48,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,llama3.1,English,4,list_5,5.0,0.0,2.0,0.0,0.0,0.0,0.0,85,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,llama3.1,English,4,list_6,3.0,0.0,1.0,0.0,0.0,0.0,0.0,57,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,llama3.1,English,4,list_7,5.0,0.0,2.0,0.0,0.0,0.0,0.0,63,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,llama3.1,English,4,list_8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,47,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,llama3.1,English,4,list_9,2.0,0.0,1.0,0.0,0.0,0.0,0.0,67,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,llama3.1,English,4,list_10,1.0,0.0,1.0,0.0,0.0,0.0,0.0,68,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,gpt-4o-mini,English,4,list_1,5.0,0.0,2.0,0.0,0.0,0.0,0.0,77,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,gpt-4o-mini,English,4,list_2,4.0,0.0,2.0,0.0,0.0,0.0,0.0,52,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,gpt-4o-mini,English,4,list_3,3.0,0.0,2.0,0.0,0.0,0.0,0.0,78,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,gpt-4o-mini,English,4,list_4,4.0,0.0,2.0,0.0,0.0,0.0,0.0,48,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,gpt-4o-mini,English,4,list_5,5.0,0.0,2.0,0.0,0.0,0.0,0.0,85,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,gpt-4o-mini,English,4,list_6,3.0,0.0,1.0,0.0,0.0,0.0,0.0,57,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,gpt-4o-mini,English,4,list_7,5.0,0.0,2.0,0.0,0.0,0.0,0.0,63,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,gpt-4o-mini,English,4,list_8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,47,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,gpt-4o-mini,English,4,list_9,2.0,0.0,1.0,0.0,0.0,0.0,0.0,67,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,gpt-4o-mini,English,4,list_10,1.0,0.0,1.0,0.0,0.0,0.0,0.0,68,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,gpt-4o,English,4,list_1,5.0,0.0,2.0,0.0,0.0,0.0,0.0,77,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,gpt-4o,English,4,list_2,4.0,0.0,2.0,0.0,0.0,0.0,0.0,52,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,gpt-4o,English,4,list_3,3.0,0.0,2.0,0.0,0.0,0.0,0.0,78,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,gpt-4o,English,4,list_4,4.0,0.0,2.0,0.0,0.0,0.0,0.0,48,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,gpt-4o,English,4,list_5,5.0,0.0,2.0,0.0,0.0,0.0,0.0,85,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,gpt-4o,English,4,list_6,3.0,0.0,1.0,0.0,0.0,0.0,0.0,57,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,gpt-4o,English,4,list_7,5.0,0.0,2.0,0.0,0.0,0.0,0.0,63,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,gpt-4o,English,4,list_8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,47,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,gpt-4o,English,4,list_9,2.0,0.0,1.0,0.0,0.0,0.0,0.0,67,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,gpt-4o,English,4,list_10,1.0,0.0,1.0,0.0,0.0,0.0,0.0,68,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,claude-3-5-haiku-20241022,English,4,list_1,5.0,0.0,2.0,0.0,0.0,0.0,0.0,77,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,claude-3-5-haiku-20241022,English,4,list_2,4.0,0.0,2.0,0.0,0.0,0.0,0.0,52,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,claude-3-5-haiku-20241022,English,4,list_3,3.0,0.0,2.0,0.0,0.0,0.0,0.0,78,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,claude-3-5-haiku-20241022,English,4,list_4,4.0,0.0,2.0,0.0,0.0,0.0,0.0,48,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,claude-3-5-haiku-20241022,English,4,list_5,5.0,0.0,2.0,0.0,0.0,0.0,0.0,85,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,claude-3-5-haiku-20241022,English,4,list_6,3.0,0.0,1.0,0.0,0.0,0.0,0.0,57,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,claude-3-5-haiku-20241022,English,4,list_7,5.0,0.0,2.0,0.0,0.0,0.0,0.0,63,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,claude-3-5-haiku-20241022,English,4,list_8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,47,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,claude-3-5-haiku-20241022,English,4,list_9,2.0,3.0,1.0,1.0,0.0,0.0,0.0,67,0,True,False,,True,False,False,0.5,0.25,0.0,0.0,0.0,1.0,0.625,1.0,0.8125
sortbench,basic,v1.0,claude-3-5-haiku-20241022,English,4,list_10,1.0,0.0,1.0,0.0,0.0,0.0,0.0,68,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,claude-3-5-sonnet-20241022,English,4,list_1,5.0,0.0,2.0,0.0,0.0,0.0,0.0,77,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,claude-3-5-sonnet-20241022,English,4,list_2,4.0,0.0,2.0,0.0,0.0,0.0,0.0,52,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sortbench,basic,v1.0,claude-3-5-sonnet-20241022,English,4,list_3,3.0,0.0,2.0,0.0,0.0,0.0,0.0,78,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
